day_index,date,model,method,complete,completed_utc,feasibility_tolerance_mw,fica.gurobi_runtime_seconds,fica.objective,fica.status,fica.training_JCC,fica.wall_seconds,independent_5000_validation.balance_jcc,independent_5000_validation.balance_violation.maximum_mw,independent_5000_validation.balance_violation.mean_mw,independent_5000_validation.balance_violation.p95_mw,independent_5000_validation.balance_violation.p99_mw,independent_5000_validation.generation_jcc,independent_5000_validation.generation_violation.maximum_mw,independent_5000_validation.generation_violation.mean_mw,independent_5000_validation.generation_violation.p95_mw,independent_5000_validation.generation_violation.p99_mw,independent_5000_validation.joint_jcc,independent_5000_validation.joint_jcc_definition,independent_5000_validation.joint_jcc_wilson_95_interval,independent_5000_validation.joint_satisfied_count,independent_5000_validation.line_flow_jcc,independent_5000_validation.line_flow_violation.maximum_mw,independent_5000_validation.line_flow_violation.mean_mw,independent_5000_validation.line_flow_violation.p95_mw,independent_5000_validation.line_flow_violation.p99_mw,independent_5000_validation.ramping_jcc,independent_5000_validation.ramping_violation.maximum_mw,independent_5000_validation.ramping_violation.mean_mw,independent_5000_validation.ramping_violation.p95_mw,independent_5000_validation.ramping_violation.p99_mw,independent_5000_validation.realized_cost.mean,independent_5000_validation.realized_cost.median,independent_5000_validation.realized_cost.q05,independent_5000_validation.realized_cost.q95,independent_5000_validation.realized_cost.standard_deviation,independent_5000_validation.scenario_count,real_trajectory.absolute_agc_energy_mwh,real_trajectory.balance.feasible,real_trajectory.balance.max_violation_mw,real_trajectory.balance.mean_positive_violation_mw,real_trajectory.balance.minimum_margin_mw,real_trajectory.balance.p95_positive_violation_mw,real_trajectory.balance.sum_violation_mw,real_trajectory.balance.violating_elements,real_trajectory.balance.violating_hours,real_trajectory.generation.feasible,real_trajectory.generation.max_violation_mw,real_trajectory.generation.mean_positive_violation_mw,real_trajectory.generation.minimum_margin_mw,real_trajectory.generation.p95_positive_violation_mw,real_trajectory.generation.sum_violation_mw,real_trajectory.generation.violating_elements,real_trajectory.generation.violating_hours,real_trajectory.joint_feasible,real_trajectory.line_flow.feasible,real_trajectory.line_flow.max_violation_mw,real_trajectory.line_flow.mean_positive_violation_mw,real_trajectory.line_flow.minimum_margin_mw,real_trajectory.line_flow.p95_positive_violation_mw,real_trajectory.line_flow.sum_violation_mw,real_trajectory.line_flow.violating_elements,real_trajectory.line_flow.violating_hours,real_trajectory.maximum_absolute_total_wind_error_mw,real_trajectory.maximum_agc_adjustment_mw,real_trajectory.mean_absolute_total_wind_error_mw,real_trajectory.ramping.feasible,real_trajectory.ramping.max_violation_mw,real_trajectory.ramping.mean_positive_violation_mw,real_trajectory.ramping.minimum_margin_mw,real_trajectory.ramping.p95_positive_violation_mw,real_trajectory.ramping.sum_violation_mw,real_trajectory.ramping.violating_elements,real_trajectory.ramping.violating_hours,real_trajectory.realized_cost,real_trajectory.realized_minus_scheduled_cost,real_trajectory.scheduled_cost,selection.candidate_count,selection.candidate_scenarios_violating_initial_policy,selection.candidate_seed,selection.core_count,selection.core_seed,selection.forecast_source,selection.maximum_witness_budget,selection.name,selection.scenario_seed,selection.uses_observation,selection.witness_count,selection.witness_diagnostics.generation_lower.active_constraints,selection.witness_diagnostics.generation_lower.unique_witnesses,selection.witness_diagnostics.generation_lower.violating_candidates,selection.witness_diagnostics.generation_upper.active_constraints,selection.witness_diagnostics.generation_upper.unique_witnesses,selection.witness_diagnostics.generation_upper.violating_candidates,selection.witness_diagnostics.line_lower.active_constraints,selection.witness_diagnostics.line_lower.unique_witnesses,selection.witness_diagnostics.line_lower.violating_candidates,selection.witness_diagnostics.line_upper.active_constraints,selection.witness_diagnostics.line_upper.unique_witnesses,selection.witness_diagnostics.line_upper.violating_candidates,selection.witness_diagnostics.ramp_lower.active_constraints,selection.witness_diagnostics.ramp_lower.unique_witnesses,selection.witness_diagnostics.ramp_lower.violating_candidates,selection.witness_diagnostics.ramp_upper.active_constraints,selection.witness_diagnostics.ramp_upper.unique_witnesses,selection.witness_diagnostics.ramp_upper.violating_candidates
26,2012-07-21T01:00:00.000000000,STDE-CDM,Witness-200,True,2026-07-27T14:46:09.437612+00:00,0.0001,179.60404896736145,1013600.3917580962,2,1.0,191.19094866299565,1.0,3.5763202959060436e-06,3.5762795869231925e-06,3.5762898278335342e-06,3.576297560812236e-06,0.9978,7.693870385965593,0.0065417995932715595,0.0,0.0,0.9974,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9955564171049373,0.9984798730001511]",4987,1.0,0.0,0.0,0.0,0.0,0.9992,9.293299818043675,0.003009780570856943,0.0,0.0,1008517.2044569969,1010079.4779274396,983261.2254243329,1028616.5444821304,14047.81725571287,5000,669.8797258139273,True,0.0,0.0,9.237060660561838e-05,0.0,0.0,0,0,True,0.0,0.0,1.0965233036093345,0.0,0.0,0,0,True,True,0.0,0.0,73.90056296169826,0.0,0.0,0,0,62.486488342285156,11.181730434806394,27.911653518676758,True,0.0,0.0,2.551847534030589,0.0,0.0,0,0,982062.4612224221,-31537.93053567363,1013600.3917580957,6000,400,40260751,166,50260751,spatiotemporal expert joint forecast head,100,native-center constraint witnesses plus uniform core,,False,34,79,16,193,33,11,180,0,0,0,0,0,0,26,14,124,12,5,16
27,2012-08-30T01:00:00.000000000,Joint-CLDM,Initial-200,True,2026-07-27T14:49:38.138196+00:00,0.0001,185.75836491584778,755748.309784683,2,1.0,197.3933490099953,1.0,1.525936636426195e-05,1.525879355649522e-05,1.5259053964200574e-05,1.52591775554356e-05,0.883,18.838908999128115,0.29569011584144783,2.2341148713114194,5.977128165209553,0.8646,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.8548358569932353,0.8738043347484521]",4323,1.0,0.0,0.0,0.0,0.0,0.9428,9.63758668146357,0.09461296647056111,0.20818995509366156,2.8547310096264864,753926.7085149148,754020.9277065813,721301.3319356401,785820.0021408618,19613.519891303484,5000,915.7594003677234,True,0.0,0.0,6.566772438200133e-05,0.0,0.0,0,0,True,0.0,0.0,1.214194282479781,0.0,0.0,0,0,True,True,0.0,0.0,78.39081597034067,0.0,0.0,0,0,94.63764953613281,16.277806870859077,38.15664291381836,True,0.0,0.0,2.9377239170984915,0.0,0.0,0,0,718136.4927382085,-37611.8170464742,755748.3097846827,,,,,,Joint CLDM distribution expert,,native-center direct paired random 200,20260752,False,,,,,,,,,,,,,,,,,,,
27,2012-08-30T01:00:00.000000000,Joint-CLDM,Witness-200,True,2026-07-27T14:53:01.737590+00:00,0.0001,191.51009011268616,759191.6778639504,2,1.0,203.04447751699627,1.0,1.5258789971994702e-05,1.5258789116637674e-05,1.525878951724735e-05,1.5258789744621026e-05,0.9962,2.004891010658284,0.003319920888623919,0.0,0.0,0.996,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9938293823893419,0.9974090572811926]",4980,1.0,0.0,0.0,0.0,0.0,0.999,0.8666357716507989,0.0003697357627253467,0.0,0.0,757364.2206014866,757488.1252174191,724704.6350641117,789167.3090754184,19578.328722391278,5000,915.759400367846,True,0.0,0.0,6.566772438200133e-05,0.0,0.0,0,0,True,0.0,0.0,1.273682037075755,0.0,0.0,0,0,True,True,0.0,0.0,87.44134175245694,0.0,0.0,0,0,94.63764953613281,10.62182583005957,38.15664291381836,True,0.0,0.0,5.303109041365966,0.0,0.0,0,0,721756.9072646948,-37434.770599255105,759191.6778639499,6000,799,40260752,145,50260752,Joint CLDM distribution expert,100,native-center constraint witnesses plus uniform core,,False,55,150,22,334,146,19,364,0,0,0,0,0,0,28,17,169,35,18,184
27,2012-08-30T01:00:00.000000000,STDE-CDM,Initial-200,True,2026-07-27T14:56:57.077389+00:00,0.0001,223.36795687675476,736158.9505516392,2,1.0,234.96096459500404,1.0,3.62396240234375e-05,3.6239623825963464e-05,3.623962390975066e-05,3.62396240234375e-05,0.8748,18.245884607454254,0.31709202783532675,2.39787481411121,6.252496667551689,0.8656,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.8558646657485613,0.8747739905892358]",4328,1.0,0.0,0.0,0.0,0.0,0.9496,9.108987554382793,0.08312853482561951,0.013497910390576268,2.603904772425714,746083.6071765593,746066.5634512531,719030.1967135073,773068.1675582665,16456.592978829656,5000,660.8448905944906,True,0.0,0.0,4.277953783239355e-05,0.0,0.0,0,0,True,0.0,0.0,1.1305380095367559,0.0,0.0,0,0,True,True,0.0,0.0,78.59382033625342,0.0,0.0,0,0,67.62117004394531,11.25457652679066,27.535202026367188,True,0.0,0.0,1.1305381884855876,0.0,0.0,0,0,717124.9898127737,-19033.96073886531,736158.950551639,,,,,,spatiotemporal expert joint forecast head,,native-center direct paired random 200,20260752,False,,,,,,,,,,,,,,,,,,,
27,2012-08-30T01:00:00.000000000,STDE-CDM,Witness-200,True,2026-07-27T15:00:48.138545+00:00,0.0001,218.89282202720642,738877.7680156982,2,1.0,230.49403599699872,1.0,3.62396249329322e-05,3.623962372673759e-05,3.6239624250811175e-05,3.623962447818485e-05,0.9978,1.7584311497664586,0.001940390692541501,0.0,0.0,0.9972,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9953052742616747,0.9983313229241916]",4986,1.0,0.0,0.0,0.0,0.0,0.9992,1.3948462182382038,0.0008538536078947744,0.0,0.0,748645.1394383138,748609.6903745079,721652.2802485063,775534.5872604273,16442.84445506509,5000,660.844890594485,True,0.0,0.0,4.2779541015625005e-05,0.0,0.0,0,0,True,0.0,0.0,1.200687792692424,0.0,0.0,0,0,True,True,0.0,0.0,88.09900180352031,0.0,0.0,0,0,67.62117004394531,7.414168578264215,27.535202026367188,True,0.0,0.0,5.406802119005484,0.0,0.0,0,0,719764.9216736334,-19112.84634206444,738877.7680156978,6000,788,40260752,144,50260752,spatiotemporal expert joint forecast head,100,native-center constraint witnesses plus uniform core,,False,56,124,21,326,126,17,421,0,0,0,0,0,0,27,17,174,30,19,123
28,2013-09-23T01:00:00.000000000,Joint-CLDM,Initial-200,True,2026-07-27T15:04:33.256141+00:00,0.0001,202.05569005012512,708907.6730017898,2,1.0,213.76183049400424,1.0,2.4795532908683526e-05,2.4795532399684816e-05,2.4795532453936175e-05,2.479553268130985e-05,0.8438,24.69317752084887,0.5418288932436035,4.044973484817575,9.284237047901382,0.832,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.8213831120791185,0.8421071338293843]",4160,1.0,0.0,0.0,0.0,0.0,0.9446,10.730624754366442,0.10249379340886224,0.17725403462130201,3.1420540858289963,711932.3286422525,711083.0120784055,679540.811324815,747300.0881803845,20471.835143525353,5000,1061.4763031005843,True,0.0,0.0,7.329711891325133e-05,0.0,0.0,0,0,False,8.899471935589432,4.739436368380529,-8.899471935589432,8.852603973393613,61.61267278894688,13,2,False,True,0.0,0.0,77.560798038536,0.0,0.0,0,0,142.03701782226562,23.187743026616403,44.228179931640625,False,0.6850674181726575,0.6850674181726575,-0.6850674181726575,0.6850674181726575,0.6850674181726575,1,1,716438.7953114571,7531.122309667524,708907.6730017896,,,,,,Joint CLDM distribution expert,,native-center direct paired random 200,20260753,False,,,,,,,,,,,,,,,,,,,
28,2013-09-23T01:00:00.000000000,Joint-CLDM,Witness-200,True,2026-07-27T15:07:55.928420+00:00,0.0001,190.42698287963867,712599.194031438,2,1.0,202.07827383499534,1.0,2.4795602257654537e-05,2.479553388197928e-05,2.479555610079842e-05,2.4795569061097922e-05,0.9966,3.62591186813124,0.004322903015769577,0.0,0.0,0.9966,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9945614552240499,0.9978760632041505]",4983,1.0,0.0,0.0,0.0,0.0,0.9988,1.714129849429991,0.0011220137688680524,0.0,0.0,715632.4999672753,714844.3976410718,683327.9946057688,750946.1723425396,20424.338914878044,5000,1061.476303100731,True,0.0,0.0,7.329714528859768e-05,0.0,0.0,0,0,False,0.07346254801874341,0.03853008295056245,-0.07346254801874341,0.06613552417758828,0.23118049770337468,6,1,False,True,0.0,0.0,81.62067392607909,0.0,0.0,0,0,142.03701782226562,15.514960310794232,44.228179931640625,True,0.0,0.0,4.99144185710815,0.0,0.0,0,0,720190.1247213865,7590.930689948727,712599.1940314377,6000,1056,40260753,141,50260753,Joint CLDM distribution expert,100,native-center constraint witnesses plus uniform core,,False,59,149,18,584,148,20,432,0,0,0,0,0,0,44,19,172,48,23,174
28,2013-09-23T01:00:00.000000000,STDE-CDM,Initial-200,True,2026-07-27T15:11:35.739415+00:00,0.0001,207.93032717704773,696719.8654996781,2,1.0,219.41368159899866,1.0,1.525878951724735e-05,1.5258789294784945e-05,1.525878951724735e-05,1.525878951724735e-05,0.8466,22.224480319027833,0.48360265076112147,3.449659059709121,9.009002535120864,0.8342,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.8236358174815769,0.8442510505383679]",4171,1.0,0.0,0.0,0.0,0.0,0.9446,8.72946413939951,0.08946054441126153,0.11730408215182866,2.714282214773559,698981.2801256233,698510.8894550048,670286.0533512619,729039.7042485822,17919.23842993461,5000,1125.0663852691614,True,0.0,0.0,6.948242142025265e-05,0.0,0.0,0,0,False,6.722741138865878,5.5560924863870484,-6.722741138865878,6.7157496316106835,33.33655491832229,6,1,False,True,0.0,0.0,75.06924771157188,0.0,0.0,0,0,114.99897766113281,20.645441349634577,46.87776565551758,True,0.0,0.0,1.1349547949907866,0.0,0.0,0,0,716216.4619715567,19496.596471879166,696719.8654996775,,,,,,spatiotemporal expert joint forecast head,,native-center direct paired random 200,20260753,False,,,,,,,,,,,,,,,,,,,
28,2013-09-23T01:00:00.000000000,STDE-CDM,Witness-200,True,2026-07-27T15:15:11.195440+00:00,0.0001,203.29657006263733,699673.2347547568,2,1.0,214.87094070699823,1.0,1.5258811799867544e-05,1.5258792997133242e-05,1.5258800885931123e-05,1.5258804751283606e-05,0.9976,2.403614343745197,0.0027302260094640846,0.0,0.0,0.997,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9950558340443003,0.9981810702223441]",4985,1.0,0.0,0.0,0.0,0.0,0.9984,1.6230528854729158,0.000948771100678239,0.0,0.0,701917.7172770659,701457.717073601,673329.3259037285,731902.7503683586,17885.234067069476,5000,1125.0663852691384,True,0.0,0.0,6.948242142025265e-05,0.0,0.0,0,0,False,0.053406809360883045,0.04258311748831689,-0.053406809360883045,0.05291841650999474,0.25549870492990134,6,1,False,True,0.0,0.0,79.10053098266131,0.0,0.0,0,0,114.99897766113281,13.734913032036959,46.87776565551758,True,0.0,0.0,2.8905270267858114,0.0,0.0,0,0,719068.4836661833,19395.248911426985,699673.2347547563,6000,1002,40260753,141,50260753,spatiotemporal expert joint forecast head,100,native-center constraint witnesses plus uniform core,,False,59,135,20,544,135,20,402,0,0,0,0,0,0,44,20,169,47,24,163
29,2013-06-02T01:00:00.000000000,Joint-CLDM,Initial-200,True,2026-07-27T15:18:55.178006+00:00,0.0001,200.98437404632568,891527.7541442846,2,1.0,212.70667736999894,1.0,1.4305450463325542e-05,1.430510678696919e-05,1.4305247316315216e-05,1.430532415952257e-05,0.8918,23.08944766419511,0.2935975526635961,2.086612047054486,6.558931347707313,0.8854,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.8762732822488518,0.8939349730919223]",4427,1.0,0.0,0.0,0.0,0.0,0.9626,11.136026449516208,0.05981497881268351,0.0,1.948240219186436,890476.5630611748,891054.9505587772,856651.5820719324,922424.72360787,19901.408423946177,5000,473.6930150985903,True,0.0,0.0,8.378753662109375e-05,0.0,0.0,0,0,True,0.0,0.0,1.142117668547236,0.0,0.0,0,0,True,True,0.0,0.0,73.9917516913188,0.0,0.0,0,0,77.07081604003906,15.47246570174952,19.737207412719727,True,0.0,0.0,2.3854030335175693,0.0,0.0,0,0,905870.8912407882,14343.137096503866,891527.7541442843,,,,,,Joint CLDM distribution expert,,native-center direct paired random 200,20260754,False,,,,,,,,,,,,,,,,,,,
29,2013-06-02T01:00:00.000000000,Joint-CLDM,Witness-200,True,2026-07-27T15:22:20.596814+00:00,0.0001,193.15652585029602,894184.4430261956,2,1.0,204.84123130800435,1.0,1.4305115314527939e-05,1.4305114794296969e-05,1.4305114973467425e-05,1.4305115087154263e-05,0.9964,2.7989437337450296,0.0037296225644293684,0.0,0.0,0.9958,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9935875211616506,0.9972512255896618]",4979,1.0,0.0,0.0,0.0,0.0,0.9984,2.6130138776028993,0.0010163264312555015,0.0,0.0,893131.2050661022,893718.0622442407,859638.6580063946,924805.7099762325,19715.447775985835,5000,473.6930150985866,True,0.0,0.0,8.378753639372008e-05,0.0,0.0,0,0,True,0.0,0.0,1.2173831251401594,0.0,0.0,0,0,True,True,0.0,0.0,74.14228260398272,0.0,0.0,0,0,77.07081604003906,9.3232996122712,19.737207412719727,True,0.0,0.0,2.4485467345184695,0.0,0.0,0,0,908333.6562381855,14149.213211990194,894184.4430261953,6000,702,40260754,156,50260754,Joint CLDM distribution expert,100,native-center constraint witnesses plus uniform core,,False,44,149,15,321,123,19,336,0,0,0,0,0,0,27,16,138,26,11,113
29,2013-06-02T01:00:00.000000000,STDE-CDM,Initial-200,True,2026-07-27T15:25:53.366954+00:00,0.0001,200.80695581436157,877695.809650553,2,1.0,212.39122555600625,1.0,2.288819905515993e-05,2.2888188236402128e-05,2.2888192580694523e-05,2.2888194848746934e-05,0.89,17.313280577343562,0.28414578119098505,1.9757749408464105,6.096187312208778,0.8828,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.8735889492463915,0.8914232981444967]",4414,1.0,0.0,0.0,0.0,0.0,0.9644,8.039840126567313,0.05129992029786763,0.0,1.9527159888258852,887877.1320444687,888411.5037770553,857021.9002998698,917309.1490420038,18155.889207379565,5000,716.4987516401279,True,0.0,0.0,6.948241710015282e-05,0.0,0.0,0,0,True,0.0,0.0,1.0848207835774097,0.0,0.0,0,0,True,True,0.0,0.0,73.87715792142168,0.0,0.0,0,0,89.49143981933594,17.73018563216449,29.85411262512207,True,0.0,0.0,1.0848210524340978,0.0,0.0,0,0,905478.4951131599,27782.685462607187,877695.8096505527,,,,,,spatiotemporal expert joint forecast head,,native-center direct paired random 200,20260754,False,,,,,,,,,,,,,,,,,,,
29,2013-06-02T01:00:00.000000000,STDE-CDM,Witness-200,True,2026-07-27T15:29:45.639488+00:00,0.0001,220.00982403755188,880133.0349116512,2,1.0,231.70298846800142,1.0,2.2888190983394452e-05,2.2888185856845666e-05,2.288818802753667e-05,2.288818893816824e-05,0.997,3.3230756748688677,0.004061507061827656,0.0,0.0,0.996,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9938293823893419,0.9974090572811926]",4980,1.0,0.0,0.0,0.0,0.0,0.9978,2.4950986749025503,0.0014813845531784998,0.0,0.0,890126.2622315844,890635.0969524737,859531.7978914087,919280.5232677667,17992.383850751088,5000,716.4987516405027,True,0.0,0.0,6.948241948757641e-05,0.0,0.0,0,0,True,0.0,0.0,1.1800252955361863,0.0,0.0,0,0,True,True,0.0,0.0,74.06756694678447,0.0,0.0,0,0,89.49143981933594,12.329309333327707,29.85411262512207,True,0.0,0.0,1.5125363020139915,0.0,0.0,0,0,907557.0965432231,27424.061631572433,880133.0349116507,6000,704,40260754,156,50260754,spatiotemporal expert joint forecast head,100,native-center constraint witnesses plus uniform core,,False,44,139,15,301,98,20,369,0,0,0,0,0,0,16,13,132,25,10,89
30,2012-01-09T01:00:00.000000000,Joint-CLDM,Initial-200,True,2026-07-27T15:33:15.913193+00:00,0.0001,187.30477690696716,793094.6576843241,2,1.0,198.9699370649978,1.0,2.2411346776607388e-05,2.2411346521221276e-05,2.241134666292055e-05,2.2411346776607388e-05,0.8624,17.52549339548265,0.3907267102283103,2.8027624984958237,7.095912714259572,0.853,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.8429138927101308,0.8625441097166809]",4265,1.0,0.0,0.0,0.0,0.0,0.9362,12.77333844601796,0.10575819867435111,0.34802842065888406,3.1734973269898377,788900.4122973684,788924.7372182005,754061.825188845,825184.0138428052,21569.635294091055,5000,754.4226379394532,True,0.0,0.0,7.711181640625e-05,0.0,0.0,0,0,True,0.0,0.0,1.1676913173137429,0.0,0.0,0,0,True,True,0.0,0.0,81.14711424525564,0.0,0.0,0,0,96.2152099609375,16.931817551650916,31.43427848815918,True,0.0,0.0,1.1676914707091548,0.0,0.0,0,0,765953.0847969032,-27141.572887420654,793094.6576843238,,,,,,Joint CLDM distribution expert,,native-center direct paired random 200,20260755,False,,,,,,,,,,,,,,,,,,,
30,2012-01-09T01:00:00.000000000,Joint-CLDM,Witness-200,True,2026-07-27T15:36:51.202951+00:00,0.0001,203.08588409423828,796504.9342444149,2,1.0,214.70112682000035,1.0,2.2411346776607388e-05,2.2411346580247482e-05,2.2411346776607388e-05,2.2411346776607388e-05,0.9976,3.6976431256048485,0.002967037360919565,0.0,0.0,0.997,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9950558340443003,0.9981810702223441]",4985,1.0,0.0,0.0,0.0,0.0,0.999,1.2278251024879268,0.000568924829486889,0.0,0.0,792327.170536686,792335.245944897,757528.3530576203,828512.6793379001,21546.571659436955,5000,754.422637939461,True,0.0,0.0,7.711181617887633e-05,0.0,0.0,0,0,True,0.0,0.0,1.2404170570501556,0.0,0.0,0,0,True,True,0.0,0.0,86.62967106841717,0.0,0.0,0,0,96.2152099609375,10.523108677028457,31.43427848815918,True,0.0,0.0,5.167457585096269,0.0,0.0,0,0,769521.39681177,-26983.537432644516,796504.9342444146,6000,857,40260755,150,50260755,Joint CLDM distribution expert,100,native-center constraint witnesses plus uniform core,,False,50,151,18,449,155,18,377,0,0,0,0,0,0,34,18,102,32,17,278
30,2012-01-09T01:00:00.000000000,STDE-CDM,Initial-200,True,2026-07-28T06:34:47.310983+00:00,0.0001,208.17229413986206,793677.3280014803,2,1.0,219.80319058700024,1.0,2.0980874069209676e-05,2.0980833544535928e-05,2.0980850433716113e-05,2.098085633633673e-05,0.8654,16.644745045962104,0.3690269717760787,2.7342544435088425,7.346122667186476,0.853,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.8429138927101308,0.8625441097166809]",4265,1.0,0.0,0.0,0.0,0.0,0.9268,14.871684553014042,0.1359698185858683,0.7481043684847347,3.4748900790587527,784930.4450606235,784714.6601998212,754763.2391898073,816305.6212683164,18812.87640945722,5000,666.941936492918,True,0.0,0.0,6.75750705137034e-05,0.0,0.0,0,0,True,0.0,0.0,1.1304011053985938,0.0,0.0,0,0,True,True,0.0,0.0,80.76880980447315,0.0,0.0,0,0,93.94477844238281,18.761212643646477,27.789247512817383,True,0.0,0.0,1.1304011184418208,0.0,0.0,0,0,765228.3234395152,-28449.004561965005,793677.3280014802,,,,,,spatiotemporal expert joint forecast head,,native-center direct paired random 200,20260755,False,,,,,,,,,,,,,,,,,,,
30,2012-01-09T01:00:00.000000000,STDE-CDM,Witness-200,True,2026-07-28T06:38:14.034382+00:00,0.0001,194.65582299232483,796446.2734106678,2,1.0,206.13890637799977,1.0,2.0980846329621272e-05,2.0980835112459317e-05,2.098083837154263e-05,2.098084041790571e-05,0.997,3.7332638498542465,0.0033585249802914304,0.0,0.0,0.9968,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.994807939169344,0.9980292721780785]",4984,1.0,0.0,0.0,0.0,0.0,0.999,0.7714019153493545,0.00046356272412742994,0.0,0.0,787619.2019365248,787377.1808909534,757466.1809185703,819096.3833073729,18826.747544841917,5000,666.9419364929792,True,0.0,0.0,6.757507449274272e-05,0.0,0.0,0,0,True,0.0,0.0,1.2077618092683942,0.0,0.0,0,0,True,True,0.0,0.0,87.07284025704442,0.0,0.0,0,0,93.94477844238281,12.106059694834167,27.789247512817383,True,0.0,0.0,5.397116995032734,0.0,0.0,0,0,767945.815479209,-28500.457931458484,796446.2734106674,6000,858,40260755,146,50260755,spatiotemporal expert joint forecast head,100,native-center constraint witnesses plus uniform core,,False,54,129,18,386,134,19,429,0,0,0,0,0,0,27,17,135,30,19,293
31,2012-08-31T01:00:00.000000000,Joint-CLDM,Initial-200,True,2026-07-28T06:43:38.515461+00:00,0.0001,187.0511929988861,958211.9862722156,2,1.0,199.54608602899998,1.0,7.152557941481064e-06,7.152557536983295e-06,7.152557714107388e-06,7.152557714107388e-06,0.901,38.43867308913983,0.48857553147772353,2.7263236942364815,11.922006983718399,0.8962,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.8874395714278832,0.9043521015508783]",4481,1.0,0.0,0.0,0.0,0.0,0.9556,14.916282650477747,0.11963873928903881,0.0,4.20421796975008,954426.844893613,955587.8290858613,929720.7593086893,975647.7068061797,14097.583707568867,5000,474.5061621665968,True,0.0,0.0,8.092651389924868e-05,0.0,0.0,0,0,True,0.0,0.0,1.108910938925085,0.0,0.0,0,0,True,True,0.0,0.0,73.92533824229571,0.0,0.0,0,0,46.3361701965332,14.126205941275183,19.771089553833008,True,0.0,0.0,1.1089123408867323,0.0,0.0,0,0,951293.9057948419,-6918.080477373325,958211.9862722153,,,,,,Joint CLDM distribution expert,,native-center direct paired random 200,20260756,False,,,,,,,,,,,,,,,,,,,
31,2012-08-31T01:00:00.000000000,Joint-CLDM,Witness-200,True,2026-07-28T06:46:56.000757+00:00,0.0001,185.08761501312256,960023.7361350574,2,1.0,196.9032722490001,1.0,7.152571015467402e-06,7.152558427674194e-06,7.152563853196625e-06,7.1525661269333796e-06,0.998,3.9807113593231866,0.003099434964606654,0.0,0.0,0.9976,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9958094485807385,0.9986265344435719]",4988,1.0,0.0,0.0,0.0,0.0,0.9984,4.3248106989782436,0.0028993479326736953,0.0,0.0,956326.0793525864,957468.4666241896,931927.082298856,977250.723430157,13934.310987643725,5000,474.50616216656726,True,0.0,0.0,8.092651287606714e-05,0.0,0.0,0,0,True,0.0,0.0,1.1725357967511414,0.0,0.0,0,0,True,True,0.0,0.0,74.05258795328331,0.0,0.0,0,0,46.3361701965332,6.083777016483737,19.771089553833008,True,0.0,0.0,4.0854935361724,0.0,0.0,0,0,953260.4967101122,-6763.239424944739,960023.7361350569,6000,632,40260756,149,50260756,Joint CLDM distribution expert,100,native-center constraint witnesses plus uniform core,,False,51,100,17,456,86,16,160,0,0,0,0,0,0,44,21,194,24,16,95
31,2012-08-31T01:00:00.000000000,STDE-CDM,Initial-200,True,2026-07-28T06:50:33.335650+00:00,0.0001,205.23236989974976,959470.268395974,2,1.0,216.96207176100006,1.0,9.775161970537738e-06,9.775161618085804e-06,9.775161743164062e-06,9.7751618568509e-06,0.904,32.62816926064953,0.42003520561186486,2.285425575605536,11.125509643386387,0.9004,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.8917894877357043,0.9083957365467189]",4502,1.0,0.0,0.0,0.0,0.0,0.9664,16.366889558123155,0.09250898562237929,0.0,3.700989402773477,957161.7373366634,957986.8625699594,935914.9402123422,976394.8821011761,12410.937384288134,5000,552.190808057796,True,0.0,0.0,8.092651378556184e-05,0.0,0.0,0,0,True,0.0,0.0,1.0857420849043606,0.0,0.0,0,0,True,True,0.0,0.0,73.87900052321282,0.0,0.0,0,0,57.886680603027344,18.172735029567672,23.007949829101562,True,0.0,0.0,1.0857420924234944,0.0,0.0,0,0,950744.65040057,-8725.61799540359,959470.2683959736,,,,,,spatiotemporal expert joint forecast head,,native-center direct paired random 200,20260756,False,,,,,,,,,,,,,,,,,,,
