day_index,date,model,method,complete,completed_utc,feasibility_tolerance_mw,fica.gurobi_runtime_seconds,fica.objective,fica.status,fica.training_JCC,fica.wall_seconds,independent_5000_validation.balance_jcc,independent_5000_validation.balance_violation.maximum_mw,independent_5000_validation.balance_violation.mean_mw,independent_5000_validation.balance_violation.p95_mw,independent_5000_validation.balance_violation.p99_mw,independent_5000_validation.generation_jcc,independent_5000_validation.generation_violation.maximum_mw,independent_5000_validation.generation_violation.mean_mw,independent_5000_validation.generation_violation.p95_mw,independent_5000_validation.generation_violation.p99_mw,independent_5000_validation.joint_jcc,independent_5000_validation.joint_jcc_definition,independent_5000_validation.joint_jcc_wilson_95_interval,independent_5000_validation.joint_satisfied_count,independent_5000_validation.line_flow_jcc,independent_5000_validation.line_flow_violation.maximum_mw,independent_5000_validation.line_flow_violation.mean_mw,independent_5000_validation.line_flow_violation.p95_mw,independent_5000_validation.line_flow_violation.p99_mw,independent_5000_validation.ramping_jcc,independent_5000_validation.ramping_violation.maximum_mw,independent_5000_validation.ramping_violation.mean_mw,independent_5000_validation.ramping_violation.p95_mw,independent_5000_validation.ramping_violation.p99_mw,independent_5000_validation.realized_cost.mean,independent_5000_validation.realized_cost.median,independent_5000_validation.realized_cost.q05,independent_5000_validation.realized_cost.q95,independent_5000_validation.realized_cost.standard_deviation,independent_5000_validation.scenario_count,real_trajectory.absolute_agc_energy_mwh,real_trajectory.balance.feasible,real_trajectory.balance.max_violation_mw,real_trajectory.balance.mean_positive_violation_mw,real_trajectory.balance.minimum_margin_mw,real_trajectory.balance.p95_positive_violation_mw,real_trajectory.balance.sum_violation_mw,real_trajectory.balance.violating_elements,real_trajectory.balance.violating_hours,real_trajectory.generation.feasible,real_trajectory.generation.max_violation_mw,real_trajectory.generation.mean_positive_violation_mw,real_trajectory.generation.minimum_margin_mw,real_trajectory.generation.p95_positive_violation_mw,real_trajectory.generation.sum_violation_mw,real_trajectory.generation.violating_elements,real_trajectory.generation.violating_hours,real_trajectory.joint_feasible,real_trajectory.line_flow.feasible,real_trajectory.line_flow.max_violation_mw,real_trajectory.line_flow.mean_positive_violation_mw,real_trajectory.line_flow.minimum_margin_mw,real_trajectory.line_flow.p95_positive_violation_mw,real_trajectory.line_flow.sum_violation_mw,real_trajectory.line_flow.violating_elements,real_trajectory.line_flow.violating_hours,real_trajectory.maximum_absolute_total_wind_error_mw,real_trajectory.maximum_agc_adjustment_mw,real_trajectory.mean_absolute_total_wind_error_mw,real_trajectory.ramping.feasible,real_trajectory.ramping.max_violation_mw,real_trajectory.ramping.mean_positive_violation_mw,real_trajectory.ramping.minimum_margin_mw,real_trajectory.ramping.p95_positive_violation_mw,real_trajectory.ramping.sum_violation_mw,real_trajectory.ramping.violating_elements,real_trajectory.ramping.violating_hours,real_trajectory.realized_cost,real_trajectory.realized_minus_scheduled_cost,real_trajectory.scheduled_cost,selection.candidate_count,selection.candidate_scenarios_violating_initial_policy,selection.candidate_seed,selection.core_count,selection.core_seed,selection.forecast_source,selection.maximum_witness_budget,selection.name,selection.scenario_seed,selection.uses_observation,selection.witness_count,selection.witness_diagnostics.generation_lower.active_constraints,selection.witness_diagnostics.generation_lower.unique_witnesses,selection.witness_diagnostics.generation_lower.violating_candidates,selection.witness_diagnostics.generation_upper.active_constraints,selection.witness_diagnostics.generation_upper.unique_witnesses,selection.witness_diagnostics.generation_upper.violating_candidates,selection.witness_diagnostics.line_lower.active_constraints,selection.witness_diagnostics.line_lower.unique_witnesses,selection.witness_diagnostics.line_lower.violating_candidates,selection.witness_diagnostics.line_upper.active_constraints,selection.witness_diagnostics.line_upper.unique_witnesses,selection.witness_diagnostics.line_upper.violating_candidates,selection.witness_diagnostics.ramp_lower.active_constraints,selection.witness_diagnostics.ramp_lower.unique_witnesses,selection.witness_diagnostics.ramp_lower.violating_candidates,selection.witness_diagnostics.ramp_upper.active_constraints,selection.witness_diagnostics.ramp_upper.unique_witnesses,selection.witness_diagnostics.ramp_upper.violating_candidates
13,2012-06-06T01:00:00.000000000,STDE-CDM,Initial-200,True,2026-07-27T11:38:58.284632+00:00,0.0001,225.91034507751465,827581.1546048399,2,1.0,237.36275038199528,1.0,2.2888282728672493e-05,2.288816279740331e-05,2.2888219746164395e-05,2.2888243167926704e-05,0.8934,16.2814648317578,0.25532019836575,1.882591497194756,5.401313078150908,0.8874,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.8783391350915384,0.8958660494414556]",4437,1.0,0.0,0.0,0.0,0.0,0.9548,6.91023871487203,0.05928327366628837,0.0,1.9098186263320769,845643.1900784362,845774.8826629192,813068.3596753489,878442.5960619585,20230.00170826344,5000,721.136892318671,True,0.0,0.0,6.948242915095762e-05,0.0,0.0,0,0,True,0.0,0.0,1.1207553071114376,0.0,0.0,0,0,True,True,0.0,0.0,74.40813313289202,0.0,0.0,0,0,85.0013427734375,15.59138708068225,30.0473690032959,True,0.0,0.0,3.0193224457637093,0.0,0.0,0,0,821453.1652068354,-6127.9893980040215,827581.1546048394,,,,,,spatiotemporal expert joint forecast head,,native-center direct paired random 200,20260738,False,,,,,,,,,,,,,,,,,,,
13,2012-06-06T01:00:00.000000000,STDE-CDM,Witness-200,True,2026-07-27T11:42:45.059573+00:00,0.0001,214.64829301834106,830141.4410679226,2,1.0,226.2011051849986,1.0,2.2888189846526075e-05,2.288818198151148e-05,2.2888185753799917e-05,2.2888187231728807e-05,0.9986,2.941102476383981,0.001785959158881166,0.0,0.0,0.9982,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9965823552896695,0.9990527064923067]",4991,1.0,0.0,0.0,0.0,0.0,0.9994,1.4222317269343598,0.0005815024580369219,0.0,0.0,848060.456722397,848195.1183796118,815681.6075828345,880671.8671914933,20122.58984420742,5000,721.1368923188497,True,0.0,0.0,6.948242369398941e-05,0.0,0.0,0,0,True,0.0,0.0,1.1994693195878838,0.0,0.0,0,0,True,True,0.0,0.0,74.84260780050406,0.0,0.0,0,0,85.0013427734375,10.894185893268144,30.0473690032959,True,0.0,0.0,6.840438043315338,0.0,0.0,0,0,823817.6798580997,-6323.7612098227255,830141.4410679224,6000,664,40260738,145,50260738,spatiotemporal expert joint forecast head,100,native-center constraint witnesses plus uniform core,,False,55,147,19,431,118,21,206,0,0,0,0,0,0,29,15,102,25,16,176
14,2012-07-12T01:00:00.000000000,Joint-CLDM,Initial-200,True,2026-07-27T11:46:25.201541+00:00,0.0001,197.166198015213,806782.0687886339,2,1.0,208.8359611909982,1.0,1.3321639926289208e-05,1.3321638244633505e-05,1.3321638789420831e-05,1.3321639016794506e-05,0.8954,22.78861901772339,0.32421165213521297,2.12793369422958,7.138708572864269,0.8924,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.8835076415055677,0.900689866007976]",4462,1.0,0.0,0.0,0.0,0.0,0.9748,14.664408215521966,0.07027185042564979,0.0,2.1853984977688388,805206.8023260444,804345.2689859169,774652.2453049842,837418.85426096,19164.738708411416,5000,832.3788089752143,True,0.0,0.0,6.948242232974736e-05,0.0,0.0,0,0,True,0.0,0.0,1.170125201671592,0.0,0.0,0,0,True,True,0.0,0.0,74.78391956599776,0.0,0.0,0,0,106.09187316894531,15.831960026127618,34.68244934082031,True,0.0,0.0,7.687723779163926,0.0,0.0,0,0,816990.5253197702,10208.456531136762,806782.0687886334,,,,,,Joint CLDM distribution expert,,native-center direct paired random 200,20260739,False,,,,,,,,,,,,,,,,,,,
14,2012-07-12T01:00:00.000000000,Joint-CLDM,Witness-200,True,2026-07-27T11:49:31.998399+00:00,0.0001,174.5299620628357,809367.6528140183,2,1.0,186.18934548499965,1.0,1.3321660162546323e-05,1.3321637984927293e-05,1.3321645610631094e-05,1.3321648341388936e-05,0.9936,5.8658765853243935,0.009386098213789662,0.0,0.0,0.9926,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9898172578006668,0.994626402243094]",4963,1.0,0.0,0.0,0.0,0.0,0.9978,4.251292634988435,0.003179440313695558,0.0,0.0,807851.1949923057,806918.4280822773,777533.2882102513,840094.5278665839,19124.906992292217,5000,832.3788089752554,True,0.0,0.0,6.948242915095762e-05,0.0,0.0,0,0,True,0.0,0.0,1.2269889325886325,0.0,0.0,0,0,True,True,0.0,0.0,85.41304258401685,0.0,0.0,0,0,106.09187316894531,13.516602607570553,34.68244934082031,True,0.0,0.0,7.5929553699467185,0.0,0.0,0,0,819839.7119017575,10472.059087739675,809367.6528140178,6000,737,40260739,150,50260739,Joint CLDM distribution expert,100,native-center constraint witnesses plus uniform core,,False,50,155,18,493,101,14,235,0,0,0,0,0,0,44,19,155,28,12,44
14,2012-07-12T01:00:00.000000000,STDE-CDM,Initial-200,True,2026-07-27T11:52:57.903914+00:00,0.0001,193.97862911224365,803923.0033196587,2,1.0,205.51629962800507,1.0,2.1219253994786413e-05,2.121925371952784e-05,2.1219253994786413e-05,2.1219253994786413e-05,0.8956,25.882611196313597,0.28310192156452885,1.7434200274305791,6.138165949652771,0.8918,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.8828871210480136,0.9001113077078642]",4459,1.0,0.0,0.0,0.0,0.0,0.9724,9.7333330294442,0.04536408424254504,0.0,1.4760056859759956,797366.2540004145,796885.6073527788,767420.1374757648,828772.743680899,18633.827559461748,5000,741.2499275207524,True,0.0,0.0,7.711181595150265e-05,0.0,0.0,0,0,True,0.0,0.0,1.1730835029689395,0.0,0.0,0,0,True,True,0.0,0.0,77.25321352151889,0.0,0.0,0,0,79.00077819824219,11.44605813195256,30.885412216186523,True,0.0,0.0,5.227598863275034,0.0,0.0,0,0,816960.4181294367,13037.414809778333,803923.0033196583,,,,,,spatiotemporal expert joint forecast head,,native-center direct paired random 200,20260739,False,,,,,,,,,,,,,,,,,,,
14,2012-07-12T01:00:00.000000000,STDE-CDM,Witness-200,True,2026-07-27T11:56:08.828095+00:00,0.0001,178.61216592788696,806479.9128162062,2,1.0,190.32486267799686,1.0,2.121926013387565e-05,2.121925324181575e-05,2.1219255359028466e-05,2.121925672327052e-05,0.9946,7.207302449050474,0.00847173140527032,0.0,0.0,0.994,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9914476466388429,0.9957938638394717]",4970,1.0,0.0,0.0,0.0,0.0,0.9986,3.401522823241006,0.0016284902882657973,0.0,0.0,799884.4463605902,799357.0033186878,769874.9345355768,831409.7929475816,18631.778709135433,5000,741.2499275198664,True,0.0,0.0,7.711176195025474e-05,0.0,0.0,0,0,True,0.0,0.0,1.2314789276572569,0.0,0.0,0,0,True,True,0.0,0.0,85.23766914840506,0.0,0.0,0,0,79.00077819824219,9.834299972680832,30.885412216186523,True,0.0,0.0,6.134723264352566,0.0,0.0,0,0,819663.4088519,13183.496035694028,806479.912816206,6000,727,40260739,145,50260739,spatiotemporal expert joint forecast head,100,native-center constraint witnesses plus uniform core,,False,55,152,20,494,110,14,209,0,0,0,0,0,0,39,20,138,33,17,72
15,2012-06-19T01:00:00.000000000,Joint-CLDM,Initial-200,True,2026-07-27T12:00:04.930186+00:00,0.0001,213.21201419830322,710630.3031063803,2,1.0,224.81393203799962,1.0,3.051757857974735e-05,3.05175779185447e-05,3.0517578125e-05,3.0517578352373675e-05,0.9218,17.107316439411846,0.22626085871463625,1.0868802877109867,6.096666730116968,0.9118,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9036200751081409,0.9193476455699361]",4559,1.0,0.0,0.0,0.0,0.0,0.9584,10.104476066030884,0.09381579589587545,0.0,3.375885019735705,713199.943791001,712398.6384196179,683373.1259675093,746287.8565045353,18975.58062312165,5000,441.67729806899956,True,0.0,0.0,5.4223632812500005e-05,0.0,0.0,0,0,True,0.0,0.0,1.1860445291878001,0.0,0.0,0,0,True,True,0.0,0.0,80.58113428156891,0.0,0.0,0,0,51.055885314941406,7.798660553940746,18.403221130371094,True,0.0,0.0,3.4968781491169647,0.0,0.0,0,0,711068.7558317457,438.45272536575794,710630.3031063799,,,,,,Joint CLDM distribution expert,,native-center direct paired random 200,20260740,False,,,,,,,,,,,,,,,,,,,
15,2012-06-19T01:00:00.000000000,Joint-CLDM,Witness-200,True,2026-07-27T12:03:18.459632+00:00,0.0001,181.37533903121948,712808.6536659971,2,1.0,192.9464647900022,1.0,3.051757857974735e-05,3.0517577982118383e-05,3.0517578125e-05,3.0517578125e-05,0.9974,8.946067250585124,0.006079751006192176,0.0,0.0,0.9968,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.994807939169344,0.9980292721780785]",4984,1.0,0.0,0.0,0.0,0.0,0.9986,4.578824642902351,0.0014264511946106033,0.0,0.0,715460.0934593987,714628.2553134388,685555.1339167196,748698.1776640412,19077.78838356044,5000,441.67729806900013,True,0.0,0.0,5.4223632812500005e-05,0.0,0.0,0,0,True,0.0,0.0,1.2197520968862854,0.0,0.0,0,0,True,True,0.0,0.0,85.72777096758908,0.0,0.0,0,0,51.055885314941406,4.8696105111548285,18.403221130371094,True,0.0,0.0,3.085391334604534,0.0,0.0,0,0,713260.3892070572,451.7355410604505,712808.6536659967,6000,521,40260740,143,50260740,Joint CLDM distribution expert,100,native-center constraint witnesses plus uniform core,,False,57,116,15,227,135,21,237,0,0,0,0,0,0,49,24,172,33,14,96
15,2012-06-19T01:00:00.000000000,STDE-CDM,Initial-200,True,2026-07-27T12:06:48.073150+00:00,0.0001,197.7874071598053,703111.1493550917,2,1.0,209.22752108399436,1.0,2.2888183821123675e-05,2.2888183407258112e-05,2.288818359375e-05,2.288818359375e-05,0.9174,19.233692145620715,0.23878645438011253,1.1353184882494844,6.770907533249928,0.908,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.8996724867489981,0.9157010684638608]",4540,1.0,0.0,0.0,0.0,0.0,0.9574,12.428230070488027,0.09514174201142589,0.0,3.223104890556996,708892.49127088,708433.8966544904,681005.6716368633,739060.952359756,17544.200470098633,5000,649.6875553131101,True,0.0,0.0,5.422363303987368e-05,0.0,0.0,0,0,True,0.0,0.0,1.1681879791992031,0.0,0.0,0,0,True,True,0.0,0.0,80.46519035745024,0.0,0.0,0,0,64.70333099365234,11.169899918843921,27.070314407348633,True,0.0,0.0,2.569939290329163,0.0,0.0,0,0,710537.2483556187,7426.099000527291,703111.1493550914,,,,,,spatiotemporal expert joint forecast head,,native-center direct paired random 200,20260740,False,,,,,,,,,,,,,,,,,,,
15,2012-06-19T01:00:00.000000000,STDE-CDM,Witness-200,True,2026-07-27T12:10:36.187226+00:00,0.0001,215.88226699829102,705081.7920991197,2,1.0,227.55479537200154,1.0,2.2888183821123675e-05,2.2888183441273214e-05,2.288818359375e-05,2.2888183821123675e-05,0.9954,13.078624235787764,0.016787440656935826,0.0,0.0,0.9944,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9919182789550024,0.996122617361756]",4972,1.0,0.0,0.0,0.0,0.0,0.9982,7.446667849903694,0.004218403963937443,0.0,0.0,710863.0637909102,710435.6985759764,682852.2222251692,741212.6689673204,17601.179610750773,5000,649.6875553131163,True,0.0,0.0,5.4223632812500005e-05,0.0,0.0,0,0,True,0.0,0.0,1.2187397924683978,0.0,0.0,0,0,True,True,0.0,0.0,84.74922028238932,0.0,0.0,0,0,64.70333099365234,7.156709521973166,27.070314407348633,True,0.0,0.0,2.95883439635433,0.0,0.0,0,0,712447.0284499356,7365.236350816209,705081.7920991194,6000,569,40260740,144,50260740,spatiotemporal expert joint forecast head,100,native-center constraint witnesses plus uniform core,,False,56,104,14,270,120,20,262,0,0,0,0,0,0,51,25,179,26,13,89
16,2013-09-10T01:00:00.000000000,Joint-CLDM,Initial-200,True,2026-07-27T12:14:00.743519+00:00,0.0001,181.74342608451843,851059.5489385059,2,1.0,193.26836593799817,1.0,1.1444092137935513e-05,1.1444091849966752e-05,1.1444092024248675e-05,1.1444092024248675e-05,0.9116,27.71158582129314,0.29383622785751096,1.6237128096655316,7.791241202247637,0.9006,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.8919967378088591,0.9085881793927861]",4503,1.0,0.0,0.0,0.0,0.0,0.9554,11.143904072599568,0.07780454604289795,0.0,2.603132603149788,843822.7604078968,843820.0339405078,813529.1676668408,873931.1903738882,18476.643465755715,5000,969.6191172599797,True,0.0,0.0,7.329711891325133e-05,0.0,0.0,0,0,True,0.0,0.0,0.7544499878937074,0.0,0.0,0,0,True,True,0.0,0.0,74.06877083843665,0.0,0.0,0,0,93.78034973144531,20.1869494030348,40.40079879760742,True,0.0,0.0,3.6292901066540963,0.0,0.0,0,0,813231.5782808408,-37827.97065766482,851059.5489385056,,,,,,Joint CLDM distribution expert,,native-center direct paired random 200,20260741,False,,,,,,,,,,,,,,,,,,,
16,2013-09-10T01:00:00.000000000,Joint-CLDM,Witness-200,True,2026-07-27T12:17:15.906302+00:00,0.0001,183.15493202209473,853688.6906860801,2,1.0,194.58171688300354,1.0,1.1444093161117053e-05,1.1444092025340069e-05,1.1444092478996026e-05,1.1444092706369702e-05,0.9966,4.916775214961838,0.004834438377120303,0.0,0.0,0.9966,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9945614552240499,0.9978760632041505]",4983,1.0,0.0,0.0,0.0,0.0,0.9996,3.6828486979399457,0.0008661845406352164,0.0,0.0,846461.9853419443,846447.7647779897,816136.3481709464,876668.9694460803,18492.878939395712,5000,969.6191172599749,True,0.0,0.0,7.32971182311303e-05,0.0,0.0,0,0,True,0.0,0.0,1.2235692784837013,0.0,0.0,0,0,True,True,0.0,0.0,74.89080816554525,0.0,0.0,0,0,93.78034973144531,10.442386987253318,40.40079879760742,True,0.0,0.0,4.8659005859069815,0.0,0.0,0,0,815728.553309575,-37960.13737650495,853688.6906860799,6000,615,40260741,150,50260741,Joint CLDM distribution expert,100,native-center constraint witnesses plus uniform core,,False,50,138,20,282,140,17,294,0,0,0,0,0,0,37,21,173,33,16,146
16,2013-09-10T01:00:00.000000000,STDE-CDM,Initial-200,True,2026-07-27T12:20:41.554498+00:00,0.0001,193.90780210494995,839392.54383257,2,1.0,205.27895266599808,1.0,2.1934509504717425e-05,2.1934509280345082e-05,2.1934509504717425e-05,2.1934509504717425e-05,0.9064,21.046080428376243,0.2805451668695138,1.7423225260797839,7.115517737901812,0.8986,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.8899246967699331,0.9066632912394922]",4493,1.0,0.0,0.0,0.0,0.0,0.9622,12.661258604489397,0.07195756756807012,0.0,2.5063558673180157,835401.9890746326,835209.1134636847,809275.5981666871,862317.3964990834,16236.424013788257,5000,841.8350186349807,True,0.0,0.0,7.711181447357376e-05,0.0,0.0,0,0,False,2.953607956731755,2.560963224454653,-2.953607956731755,2.9385389583821806,10.243852897818613,4,1,False,True,0.0,0.0,73.97668408569331,0.0,0.0,0,0,87.11581420898438,21.277133502423872,35.07645797729492,True,0.0,0.0,1.1345845436349116,0.0,0.0,0,0,812432.3575433168,-26960.18628925283,839392.5438325696,,,,,,spatiotemporal expert joint forecast head,,native-center direct paired random 200,20260741,False,,,,,,,,,,,,,,,,,,,
16,2013-09-10T01:00:00.000000000,STDE-CDM,Witness-200,True,2026-07-27T12:24:20.150457+00:00,0.0001,206.48648118972778,841595.5773491941,2,1.0,218.0189490470002,1.0,2.1934509959464776e-05,2.1934509295488168e-05,2.1934509504717425e-05,2.19345097320911e-05,0.9972,5.425848490145526,0.005450806297421406,0.0,0.0,0.997,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9950558340443003,0.9981810702223441]",4985,1.0,0.0,0.0,0.0,0.0,0.9996,4.298980770108475,0.0009200807998687892,0.0,0.0,837608.0589403048,837421.9023281708,811487.4264551166,864567.6973721746,16243.80863172472,5000,841.8350186348221,True,0.0,0.0,7.71118043554452e-05,0.0,0.0,0,0,True,0.0,0.0,1.194808786294729,0.0,0.0,0,0,True,True,0.0,0.0,74.83328683851477,0.0,0.0,0,0,87.11581420898438,11.950996159619635,35.07645797729492,True,0.0,0.0,4.061394913124822,0.0,0.0,0,0,814430.7176173965,-27164.85973179736,841595.5773491939,6000,623,40260741,148,50260741,spatiotemporal expert joint forecast head,100,native-center constraint witnesses plus uniform core,,False,52,119,18,263,128,17,325,0,0,0,0,0,0,33,17,93,28,19,174
17,2013-11-10T01:00:00.000000000,Joint-CLDM,Initial-200,True,2026-07-27T12:28:04.727330+00:00,0.0001,201.6671199798584,756960.6489567332,2,1.0,213.28477212200232,1.0,2.861022994693485e-05,2.8610229441710543e-05,2.8610229719561175e-05,2.8610229719561175e-05,0.9374,15.447964712638722,0.14989159434221877,0.5877977221503035,4.281280708779159,0.9294,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9219652854933363,0.9361754120762756]",4647,1.0,0.0,0.0,0.0,0.0,0.9622,10.326186004214762,0.05858018284766557,0.0,2.0388969994509307,760024.28628987,758995.6797206486,726980.4281382042,794481.5212495866,20687.723748791544,5000,985.8221263885877,True,0.0,0.0,6.75750714231981e-05,0.0,0.0,0,0,True,0.0,0.0,1.2256764009506433,0.0,0.0,0,0,True,True,0.0,0.0,81.20313822603546,0.0,0.0,0,0,80.3050537109375,12.51015525238327,41.075923919677734,True,0.0,0.0,2.271086990961642,0.0,0.0,0,0,801128.6127987792,44167.96384204633,756960.6489567328,,,,,,Joint CLDM distribution expert,,native-center direct paired random 200,20260742,False,,,,,,,,,,,,,,,,,,,
17,2013-11-10T01:00:00.000000000,Joint-CLDM,Witness-200,True,2026-07-27T12:31:42.472875+00:00,0.0001,205.6113109588623,759239.8774532918,2,1.0,217.15727963500103,1.0,2.8610246658899996e-05,2.8610230091840094e-05,2.8610237791326654e-05,2.8610241088244948e-05,0.9948,4.809363370915336,0.006367294968201344,0.0,0.0,0.9946,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9921545307177468,0.9962860585182338]",4973,1.0,0.0,0.0,0.0,0.0,0.999,1.5710481675451469,0.0007245974621326482,0.0,0.0,762298.2987028462,761284.7329801257,729179.0242802383,796863.142549183,20771.190765402454,5000,985.8221263880502,True,0.0,0.0,6.757507346956118e-05,0.0,0.0,0,0,True,0.0,0.0,1.2939246495303145,0.0,0.0,0,0,True,True,0.0,0.0,87.68427256628742,0.0,0.0,0,0,80.3050537109375,8.449260864083698,41.075923919677734,True,0.0,0.0,5.429659191128369,0.0,0.0,0,0,803314.159630034,44074.28217674268,759239.8774532913,6000,452,40260742,156,50260742,Joint CLDM distribution expert,100,native-center constraint witnesses plus uniform core,,False,44,129,15,130,171,22,282,0,0,0,0,0,0,24,12,52,25,13,188
17,2013-11-10T01:00:00.000000000,STDE-CDM,Initial-200,True,2026-07-27T12:35:48.918269+00:00,0.0001,234.4504611492157,735374.8650995259,2,1.0,246.06114110699855,1.0,1.907348678287235e-05,1.9073486475940625e-05,1.9073486555498675e-05,1.9073486555498675e-05,0.9308,13.460651665329337,0.16887056759048583,0.8163448722195917,4.41973916339769,0.9226,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9148643433611728,0.9296867949548914]",4613,1.0,0.0,0.0,0.0,0.0,0.9584,9.206314064683554,0.06439368979535512,0.0,2.133608523370606,753418.7504001495,752569.8299615118,722085.7101266328,785652.635199895,19432.144905853027,5000,1419.6901664733887,True,0.0,0.0,6.185302734375e-05,0.0,0.0,0,0,True,0.0,0.0,1.1898038882576856,0.0,0.0,0,0,True,True,0.0,0.0,82.22895758685169,0.0,0.0,0,0,107.41574096679688,18.60635870846521,59.15375900268555,True,0.0,0.0,2.0190900511876464,0.0,0.0,0,0,800826.3432898531,65451.478190327645,735374.8650995254,,,,,,spatiotemporal expert joint forecast head,,native-center direct paired random 200,20260742,False,,,,,,,,,,,,,,,,,,,
17,2013-11-10T01:00:00.000000000,STDE-CDM,Witness-200,True,2026-07-27T12:39:38.790062+00:00,0.0001,217.73228478431702,737267.3068159694,2,1.0,229.294495053,1.0,1.907358614516852e-05,1.9073471997126034e-05,1.9073507473876816e-05,1.9073539538112526e-05,0.9936,5.672984415961878,0.009146650658208577,0.0,0.0,0.9936,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9909793127483129,0.9954628118915578]",4968,1.0,0.0,0.0,0.0,0.0,0.9996,0.6091390714109153,0.00021456532288845125,0.0,0.0,755329.0682725916,754515.7524368908,724066.7618855167,787533.6384381669,19459.803302457112,5000,1419.6901664730206,True,0.0,0.0,6.185306326879072e-05,0.0,0.0,0,0,True,0.0,0.0,1.2501235625429814,0.0,0.0,0,0,True,True,0.0,0.0,85.87849412350317,0.0,0.0,0,0,107.41574096679688,12.195669162945128,59.15375900268555,True,0.0,0.0,5.258030732952575,0.0,0.0,0,0,802549.1586408891,65281.85182492004,737267.3068159691,6000,496,40260742,156,50260742,spatiotemporal expert joint forecast head,100,native-center constraint witnesses plus uniform core,,False,44,123,14,129,139,20,311,0,0,0,0,0,0,26,11,55,24,13,246
18,2013-01-17T01:00:00.000000000,Joint-CLDM,Initial-200,True,2026-07-27T12:43:10.773537+00:00,0.0001,188.90334510803223,699070.6926245407,2,1.0,200.53884298499906,1.0,2.2888188254910347e-05,2.2888183909412874e-05,2.2888185412739404e-05,2.2888186322234105e-05,0.9146,15.463440637091225,0.23134273309044087,1.3000920652518475,6.101880822446676,0.9022,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.8936551120966096,0.9101273484588117]",4511,1.0,0.0,0.0,0.0,0.0,0.9452,14.635910835982077,0.1229213515755539,0.1413504870361936,3.57017312431647,700116.7299724565,698863.793861595,668973.4962168882,734065.3887648116,19897.574290413726,5000,1381.8490791319146,True,0.0,0.0,6.566772483674868e-05,0.0,0.0,0,0,False,12.087233406298772,7.597238705978049,-12.087233406298772,12.020001508688853,106.36134188369269,14,2,False,True,0.0,0.0,62.22926772984553,0.0,0.0,0,0,219.997314453125,31.60091322142086,57.57704544067383,True,0.0,0.0,0.3049764632521921,0.0,0.0,0,0,747181.8604748738,48111.167850333615,699070.6926245402,,,,,,Joint CLDM distribution expert,,native-center direct paired random 200,20260743,False,,,,,,,,,,,,,,,,,,,
18,2013-01-17T01:00:00.000000000,Joint-CLDM,Witness-200,True,2026-07-27T12:46:45.662924+00:00,0.0001,202.68221807479858,702488.4701430482,2,1.0,214.28519526599848,1.0,2.2888186322234105e-05,2.2888183624786507e-05,2.2888184503244702e-05,2.2888185185365728e-05,0.9966,5.515684846688366,0.006458450778591785,0.0,0.0,0.9964,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9943162662634123,0.997721559245566]",4982,1.0,0.0,0.0,0.0,0.0,0.9992,2.3158609365582343,0.0007790257107442081,0.0,0.0,703521.6959557981,702213.7458982761,672247.9920340324,737636.7287158929,19978.288836771833,5000,1381.849079132072,True,0.0,0.0,6.566772483674868e-05,0.0,0.0,0,0,True,0.0,0.0,1.2454059512985545,0.0,0.0,0,0,True,True,0.0,0.0,78.32496914746064,0.0,0.0,0,0,219.997314453125,20.80630871487498,57.57704544067383,True,0.0,0.0,3.3081676233464847,0.0,0.0,0,0,750972.2813559605,48483.81121291255,702488.470143048,6000,626,40260743,148,50260743,Joint CLDM distribution expert,100,native-center constraint witnesses plus uniform core,,False,52,151,20,248,163,16,308,0,0,0,0,0,0,32,17,245,40,18,147
